adrid,adr_info
Hypertensive nephropathy,20.01.08.004;24.08.05.003
Aplasia,03.02.01.002;08.03.04.003
Hyperaesthesia,17.02.06.004;23.03.03.080
Plasmacytoma,01.14.02.002;16.23.02.002
Polydipsia,05.03.03.002;14.05.02.001
Epistaxis,22.04.03.001;24.07.01.005
Cardiac valve replacement complication,02.07.02.004;08.07.07.001;12.02.01.013
Hyposthenuria,20.02.01.008
Nodal arrhythmia,02.03.03.020
Arthropod bite,12.01.08.022
Retinal depigmentation,06.09.03.004
Disease progression,08.01.03.038
Sudden hearing loss,04.02.01.009
Rash macular,23.03.13.003
Vestibular disorder,04.04.02.001;17.02.02.008
Vessel puncture site bruise,08.02.04.009;12.07.04.009;23.03.11.014;24.07.06.016
Large intestinal ulcer,07.04.06.004
Genital burning sensation,21.10.01.005
Splenic infarction,01.09.02.004;24.04.08.024
Glycosylated haemoglobin decreased,13.02.02.012
Fibromyalgia,15.05.02.002
Nephritic syndrome,20.05.01.006
Colitis ulcerative,07.08.01.005;10.02.01.004
Platelet count normal,13.01.04.007
Tooth discolouration,07.09.02.001
Gastric disorder,07.11.01.001
Lacrimal structural disorder,06.06.04.013
Hypertonic bladder,17.10.01.003;20.03.03.003
Vulval disorder,21.08.01.007
Bronchiolitis,11.05.04.008;22.03.02.004
Nipple swelling,21.05.05.011
Eyelid retraction,06.06.04.002
Fanconi syndrome acquired,14.01.01.013;20.05.03.012
Right ventricular failure,02.05.03.002
Latent tuberculosis,11.04.01.009
Obsessive-compulsive disorder,19.06.05.002;19.05.04.001
Injection site pallor,08.02.03.048;12.07.03.048;23.03.03.057
Developmental delay,08.01.03.037;19.07.05.003
Masked facies,17.01.05.016;19.01.02.021
Heart alternation,02.03.02.023
Bronchopneumonia,11.01.09.003;22.07.01.003
Vulvovaginal disorder,21.08.01.003
Sinobronchitis,11.01.13.022;22.07.03.025
Personality disorder,19.05.02.002;19.05.03.004
Optic nerve disorder,06.02.08.001;17.04.05.004
Renal haemorrhage,12.01.05.004;20.01.02.013;24.07.07.002
Cytomegalovirus hepatitis,09.01.09.009;11.05.01.009
Bursitis,12.04.03.010;15.04.01.001
Injection site granuloma,08.02.03.003;12.07.03.003;23.03.15.003
Respiratory depression,17.02.05.047;22.02.01.010;14.01.04.003;22.02.06.002
Arthritis infective,11.01.01.003;15.01.05.002
Painful erection,21.03.01.009
Urosepsis,11.01.11.005;20.08.02.002
Infertility,21.03.02.001
Fungal skin infection,11.03.05.002;23.11.03.006
Schizophrenia,19.03.04.001
Dysarthria,17.02.08.001;19.19.03.001
Conjunctival oedema,06.04.01.001
Varicose vein,24.10.04.001
Aortic valve incompetence,02.07.03.001
Rickets,14.04.04.005;15.02.03.006
Acidosis hyperchloraemic,14.01.01.007
Shift to the left,13.01.06.048
Apoptosis,14.11.02.002
Nail toxicity,12.03.01.045;23.02.05.016
Congenital megacolon,03.04.04.002;07.02.05.005
Salivary gland enlargement,07.06.03.002
Parathyroid tumour,05.04.03.002;16.24.01.001
Anterior chamber pigmentation,06.06.07.001
Rash morbilliform,23.03.13.005
Urethral discharge,20.07.01.006
Swelling,08.01.03.015
Productive cough,22.02.03.005
Chronic sinusitis,11.01.13.016;22.07.03.018
Erythromelalgia,23.06.05.002;24.03.01.001
Limb reduction defect,03.11.07.004;15.11.07.004
Muscle strain,12.01.07.004;15.05.07.002
Insulin autoimmune syndrome,05.06.01.007;10.04.08.005;14.06.01.007
Dyslexia,17.02.03.009;19.21.01.003;17.02.03.014;19.21.01.008;19.21.05.003
Food aversion,14.03.02.029;19.09.03.002
Corneal thinning,06.06.03.009
Transplant failure,12.02.09.010
Demyelinating polyneuropathy,10.04.10.007;17.09.04.003
White blood cell count increased,13.01.06.013
Anger,19.04.02.001
Dacryocanaliculitis,06.04.04.010;11.01.06.007
Dysacusis,04.02.03.001
Tonic clonic movements,17.12.03.006
Compulsions,19.06.05.003
Bacterial disease carrier,11.07.03.001
Dacryostenosis acquired,06.06.04.003
Aortic dissection,24.02.03.002
Injection site bruising,08.02.03.042;12.07.03.042;23.03.11.015;24.07.06.017
Decreased vibratory sense,17.02.07.013
Ulna fracture,12.04.01.017;15.08.03.017
Gestational hypertension,18.02.03.004;24.08.07.004
Oesophageal carcinoma,07.21.06.001;16.13.06.001
Gingival swelling,07.09.13.013
Device breakage,27.01.03.001
Demyelination,17.16.02.001
Bacteraemia,11.01.11.001
Haemolytic uraemic syndrome,01.06.02.001;20.01.03.011
Musculoskeletal deformity,15.10.03.001
Hypoaesthesia,17.02.06.023;23.03.03.081
Hepatitis A,09.01.09.004;11.05.28.002
Muscle necrosis,15.05.05.007
Diet refusal,14.03.01.011
Pigment dispersion syndrome,06.06.06.006
Gynaecomastia,05.05.02.003;21.05.04.003
Cervix neoplasm,16.12.06.003;21.06.02.003;16.12.01.001;21.06.02.001
Maculopathy,06.09.03.007
Upper respiratory tract infection,11.01.13.009;22.07.03.011
Hypoglycaemic unconsciousness,05.06.03.008;14.06.03.008;17.02.04.016
Cytomegalovirus chorioretinitis,06.04.06.009;11.05.01.006
Oesophageal haemorrhage,07.12.01.002;24.07.02.021
Conjunctival cyst,06.12.01.002;16.34.01.002
Drug hypersensitivity,10.01.01.001
Cycloplegia,06.05.03.002;17.17.02.003
Blood cholesterol abnormal,13.12.01.009
Tibial torsion,03.11.07.009;15.11.07.009
Cardiomegaly,02.04.02.001;02.04.02.017
Impaired gastric emptying,07.02.02.004
Skin ulcer,23.07.03.003;24.04.03.007
Blepharitis,06.04.04.001;23.03.04.012
Brain abscess,11.01.03.003;17.06.07.001
Chromatopsia,06.02.05.001
Hyperammonaemia,09.01.02.002;14.10.01.001
Leukocytoclastic vasculitis,10.02.02.003;23.06.02.001;24.12.04.008
Anal fistula,07.11.05.002
Acute phosphate nephropathy,14.04.03.005;20.05.03.006
Gastroenteritis salmonella,07.19.03.009;11.02.19.003
Erosive oesophagitis,07.04.05.004
Ischaemic cerebral infarction,17.08.01.022;24.04.06.013
Infusion site paraesthesia,08.02.05.016;12.07.05.016;17.02.06.026
Penile oedema,21.12.01.007
Pericardial haemorrhage,02.06.01.003;24.07.01.013
Serum ferritin increased,13.11.01.026
Fixed eruption,08.01.06.025;10.01.01.037;23.03.05.008
Facial spasm,17.04.03.010
Plateletcrit decreased,13.01.04.012
Pelvic inflammatory disease,11.01.10.006;21.14.04.001
Monoclonal gammopathy,01.14.01.003;16.23.01.003;01.14.01.001;16.23.01.001
Dysphonia,17.02.08.004;19.19.03.002;22.12.03.006;17.01.03.007;22.12.03.026
Diabetic coma,05.07.04.002;14.07.04.002;17.02.09.004
HELLP syndrome,01.08.01.008;09.01.02.006;18.02.03.005;24.08.07.005
Erythrasma,11.02.24.001;23.11.02.008
Bladder neoplasm,16.08.03.002;20.03.04.002;16.08.01.001;20.03.04.001
Anterior chamber flare,06.04.10.003
Joint hyperextension,12.04.03.004;15.01.08.003
Linear IgA disease,10.04.02.006;23.03.01.015
Obstruction,08.01.03.023
Anosmia,17.04.04.001;22.04.03.006;17.04.04.002;22.04.03.007
Bone disorder,15.02.04.004
Weight gain poor,14.03.02.018
Brain herniation,12.01.10.001;17.07.02.009
Skin haemorrhage,23.06.07.001;24.07.01.103
Uterine hypotonus,18.07.02.006;21.07.03.005
Hydroureter,20.06.01.001
Anaemia neonatal,01.03.02.011;18.04.03.002
Oesophageal ulcer,07.04.05.002
Henoch-Schonlein purpura,01.01.04.001;10.02.02.004;23.06.01.002;24.07.06.003;01.01.04.012;10.02.02.033;23.06.01.015;24.12.04.012
Cardiotoxicity,02.11.01.009;12.03.01.007
Injury associated with device,08.07.01.012;12.01.08.035
Prurigo,23.03.04.017
Abortion spontaneous,18.01.04.001
Vitreous detachment,06.09.01.002;12.01.04.005
Urinary incontinence,17.05.01.008;20.02.02.010
Ovarian failure,05.05.01.012;21.11.02.005
Listeriosis,11.02.11.001
Bradyphrenia,17.03.03.004;19.10.03.002
Orthopnoea,02.11.05.010;22.02.01.020
Nephrocalcinosis,20.04.01.001
Acne fulminans,23.02.01.002
Renal pain,20.02.03.003
Skin cancer,16.03.02.002;23.08.02.002
Muscle fatigue,15.05.03.006
Aortic valve sclerosis,02.07.03.003
Retinal disorder,06.08.03.005
Disease recurrence,08.01.03.050
Renal abscess,11.01.14.009;20.01.09.005
Pericarditis constrictive,02.06.02.002
Amniotic cavity infection,11.01.10.014;18.05.01.004
Dermatitis psoriasiform,23.03.14.004
Parkinsonian gait,08.01.02.005;17.01.05.005
Acute leukaemia,01.10.02.001;16.01.02.001
Postoperative ileus,07.02.05.004;12.02.03.012
Psychosexual disorder,19.08.02.001;19.08.03.001;19.08.04.004;21.03.02.005;21.03.02.011
Vaginal infection,11.01.10.002;21.14.02.002
Nasal septum disorder,22.04.03.015
Factor I deficiency,01.01.01.003;03.15.01.001
Arthritis bacterial,11.02.01.004;15.01.05.001
Hodgkin's disease,01.16.01.001;16.31.01.001
Cold sweat,08.01.03.024;23.02.03.002
Squamous cell carcinoma of skin,16.03.02.005;23.08.02.005
Vascular purpura,01.01.04.007;23.06.01.008;24.07.06.011
Chills,08.01.09.001;15.05.03.016
Mixed connective tissue disease,10.04.04.007;15.06.01.011
Uterovaginal prolapse,21.07.05.001
Colitis,07.08.01.001
Eosinophilic cystitis,01.02.04.013;20.03.02.006
Conjunctivitis bacterial,06.04.01.012;11.02.01.019
Pleural infection,11.01.09.010;22.05.01.003
Glioblastoma,16.30.02.002;17.20.02.002;16.30.02.001;17.20.02.001
Eosinophil count increased,13.01.06.004
Enterocolitis infectious,07.19.01.005;11.01.07.009
Rectal prolapse,07.03.01.005
Tinea pedis,11.03.08.004;23.11.03.012
Bone density decreased,13.16.01.001
Gastritis viral,07.19.03.006;11.05.04.013
Chronic lymphocytic leukaemia,01.10.06.001;16.01.06.001
Macular degeneration,06.09.03.001;06.09.03.007;06.09.03.018
Eyelid irritation,06.04.04.007;23.03.04.023
Motor neurone disease,17.05.05.002
Blood pressure fluctuation,24.06.01.002
Abdominal strangulated hernia,07.16.06.004;24.04.08.013
Helicobacter infection,11.02.18.001
Body temperature fluctuation,13.15.01.031
Skin warm,23.03.03.014
Cerebral hypoperfusion,12.02.01.014;17.08.02.011;24.03.05.008
Amyloidosis,10.02.05.001
Antibody test negative,13.06.03.008
Nervous system disorder,17.02.10.001
Cardiopulmonary failure,02.05.01.004;22.02.06.004
Traumatic liver injury,09.01.08.010;12.01.17.027
Intestinal ischaemia,07.15.02.001;24.04.08.001
Pancreatic enzymes increased,13.05.01.004
Cytarabine syndrome,08.05.02.010;15.03.04.016
Otitis media acute,04.05.01.002;11.01.05.005
Salmonella sepsis,11.02.19.002
Cerebrovascular accident,17.08.01.007;24.03.05.001
Coarctation of the aorta,03.07.08.001;24.04.01.002
Left ventricular failure,02.05.02.001
Anaemia,01.03.02.001
Hypocholesterolaemia,14.08.04.013
Anencephaly,03.10.03.001;17.19.03.001
Pneumoperitoneum,07.07.01.008
Diverticular perforation,07.04.04.008
Tobacco poisoning,12.03.01.054
Grey syndrome neonatal,02.05.01.006;18.04.07.002
Blood insulin increased,13.10.02.001
Blood sodium increased,13.11.01.013
Gingivitis,07.09.10.002;11.01.04.013
Inguinal hernia,07.16.02.001
Small intestinal perforation,07.04.06.006
Low density lipoprotein increased,13.12.01.005
Ankle fracture,12.04.01.005;15.08.03.005
Retinal pigmentation,06.09.03.008
Sensation of blood flow,08.01.09.031
Connective tissue inflammation,15.03.03.008
Bladder diverticulum,20.03.01.009
Febrile bone marrow aplasia,01.03.03.007;08.05.02.005
Vitreous prolapse,06.09.01.009;12.01.04.022
Vaginitis bacterial,11.02.01.052;21.14.02.013
Cerebral vasoconstriction,17.08.02.012;24.04.06.025
Adrenal haemorrhage,05.01.03.002;12.01.17.003;24.07.01.023
Hepatitis cholestatic,09.01.01.002
Urethritis noninfective,20.07.02.002
Weight decreased,13.15.01.005
Vocal cord disorder,22.04.01.003
Female sexual dysfunction,19.08.05.001;21.03.02.004
Bone lesion,15.02.04.016
Application site discomfort,08.02.01.034;12.07.01.034
Postural orthostatic tachycardia syndrome,02.03.02.020;17.05.01.019
Cerebral artery stenosis,17.08.02.010;24.04.06.023
Alcohol withdrawal syndrome,08.06.02.002;19.07.06.005
Breast cancer male,16.10.01.002;21.05.01.008
Infective myositis,11.01.17.001;15.05.01.003
Respiratory tract congestion,22.02.07.003
Skin atrophy,23.01.05.001
Granuloma annulare,23.03.15.005
Areflexia,17.02.01.001
Hypochloraemia,14.05.08.003
Secondary hypogonadism,05.03.04.008;21.16.01.001
Gastrointestinal obstruction,07.13.01.005
Orchitis noninfective,21.09.02.003
Gingival infection,07.09.10.002;11.01.04.013
Cerumen impaction,04.01.01.001
Single umbilical artery,03.07.09.001;18.04.14.002;24.03.03.010
Neisseria infection,11.02.14.001
Pyogenic granuloma,07.20.02.004;16.26.01.001;23.10.01.001;24.03.06.002
Lividity,23.06.05.009
Cholecystitis acute,09.03.01.003
Feeling of body temperature change,08.01.09.012
Vasculitis cerebral,10.02.02.030;17.08.02.029;24.12.04.005
Sjogren's syndrome,06.08.02.011;07.06.01.010;10.04.04.009;15.06.01.015
Graft loss,12.02.09.008
Renal failure,20.01.03.005
Vestibular ataxia,04.04.01.004;17.02.02.010
Blood albumin increased,13.09.01.002
Frustration,19.04.02.016
Vaginal erosion,21.08.01.010
Blindness,06.02.10.003;17.17.01.003;06.02.10.001;06.02.10.006;17.17.01.004
Candida infection,11.03.03.021
Epididymal tenderness,21.13.01.007
Device related infection,08.07.01.005;11.01.08.018
"Hallucination, auditory",19.10.04.004;19.02.02.001;19.10.04.003;19.10.04.005;19.10.04.006;19.10.04.007;19.10.04.010
Micturition urgency,20.02.02.006
Melaena,07.12.02.004;24.07.02.013
Loss of control of legs,08.01.02.003
Haemorrhagic stroke,17.08.01.011;24.07.04.014
Eating disorder,14.03.01.008;19.09.01.008;14.03.01.004;14.03.02.003;19.09.01.002;19.09.01.003
Tenosynovitis,15.07.01.004
Stupor,17.02.04.007;19.02.05.004
Breast engorgement,18.08.02.001;21.05.05.002
Wound healing normal,13.15.01.034
HIV associated nephropathy,10.03.03.007;11.05.17.010;20.05.01.014
Hyperprolactinaemia,05.03.01.002
Spermatocele,16.36.02.001;21.13.02.002;16.36.02.002;21.13.02.003
Red man syndrome,10.01.01.048;23.03.06.028
Hepatocellular injury,09.01.07.008
Dysphagia,07.01.06.003
Nasal polyps,16.38.01.001;22.04.03.010
Aortic aneurysm rupture,24.02.03.003
Eczema,23.03.04.006
Gastric dilatation,07.02.02.002
Conjunctivitis,06.04.01.002;11.01.06.012
Infrequent bowel movements,07.02.02.011
Toothache,07.09.06.001
Quadriplegia,17.01.04.013;17.01.04.012
Contusion,12.01.06.001;15.03.05.007;23.03.11.002;24.07.06.001
Blood iron increased,13.11.01.007
Corneal lesion,06.06.03.004
General physical health deterioration,08.01.03.018
Iris adhesions,06.06.06.003
Foreign body in eye,06.11.01.005;12.01.04.012
Genetic polymorphism,03.20.04.001
Anoxia,22.02.02.009;22.02.02.003
Bone marrow granuloma,01.05.01.013
Sciatica,15.10.01.001;17.10.03.001
Cataract traumatic,06.11.01.002;12.01.04.008
Postoperative wound complication,12.02.05.019
Antidiuretic hormone abnormality,05.03.03.005;14.05.07.004
Sacroiliitis,10.02.01.104;15.01.01.012
Postoperative wound infection,11.01.08.008;12.02.05.011
Pharyngitis,07.05.07.004;11.01.13.003;22.07.03.004;07.05.05.004;22.12.03.016
Functional gastrointestinal disorder,07.11.01.016
Cerebral arteriosclerosis,17.08.02.008;24.04.06.019
Injury,12.01.08.004;12.01.08.009;23.03.11.043
Sensation of heaviness,08.01.08.003
Vasculitis,10.02.02.006;24.12.04.027
Injection site erythema,08.02.03.001;12.07.03.001;23.03.06.015
Status asthmaticus,22.03.01.018
Muscle injury,12.01.07.002;15.05.07.001
Dysentery,07.19.01.006;11.01.07.010
Overdose,12.11.01.002
Gastric ulcer haemorrhage,07.04.03.005;24.07.02.003
Eye infection viral,06.04.05.018;11.05.04.022
High density lipoprotein decreased,13.12.01.003
Oral pustule,07.05.07.015;11.01.04.015
Blood magnesium decreased,13.11.01.008
Vocal cord paralysis,17.04.06.002;22.04.01.002;12.02.04.014;17.04.06.003;17.04.06.005;22.04.01.004;22.04.01.016
Spinal cord infarction,17.08.01.075;24.04.06.018
Urogenital disorder,20.08.01.002;21.10.05.010
Hypouricaemia,14.09.01.006
Clostridium difficile colitis,07.19.01.004;11.02.02.004
Ventricular arrhythmia,02.03.04.006
Capillary fragility increased,13.01.02.022
Nail bed infection,11.01.12.019;23.11.04.004
Depression suicidal,19.15.01.004
Neonatal tachypnoea,18.04.09.003;22.11.01.003
Skin depigmentation,23.05.02.002
Uterine cervical squamous metaplasia,21.06.01.019
Post lumbar puncture syndrome,12.02.04.004;17.14.01.012
Systemic candida,11.03.03.016
Muscle rupture,12.01.07.010;15.05.07.003
Foetor hepaticus,07.01.06.026;09.01.05.006
Skin necrosis,23.03.03.011
Oesophagitis,07.08.05.001
Sickle cell anaemia with crisis,01.04.02.001
Parotid gland enlargement,07.06.03.001
Noninfectious peritonitis,07.07.01.005
Heart rate abnormal,13.14.04.006
Blood urea increased,13.13.01.006
Mixed liver injury,09.01.07.015
Extradural abscess,11.01.03.006;17.06.07.003
Acute promyelocytic leukaemia differentiation syndrome,08.01.07.016;12.03.01.063;16.32.03.037;22.02.01.036
Paraproteinaemia,01.14.01.001;16.23.01.001
Tachypnoea,22.02.01.014
Dry mouth,07.06.01.002
Hepatic vein occlusion,09.01.06.011;24.04.07.005
Atrial hypertrophy,02.04.02.008
Acanthosis nigricans,16.32.01.003;23.01.04.001
Breast feeding,26.05.01.001
Pruritus genital,21.10.01.002;23.03.12.008
Genital rash,21.10.01.009;23.03.13.016
Genital lesion,21.10.05.004
Extraskeletal ossification,12.01.08.047;15.02.04.021
Localised oedema,02.05.04.006;08.01.07.011;14.05.06.009
Medical device complication,08.07.01.011
Congenital limb hyperextension,03.11.07.013;15.11.07.013
Pollakiuria,20.02.02.007
Rash erythematous,23.03.13.029
Anal atresia,03.04.06.001;07.13.05.001
Haemorrhage urinary tract,20.02.03.005;24.07.01.007
Eructation,07.01.02.003
Glucose-6-phosphate dehydrogenase deficiency,01.06.05.001;03.08.03.001;14.14.03.001
Electrocardiogram change,13.14.05.014
Eyelid pain,06.08.03.014;23.03.03.036
Obesity,14.03.02.009
Oesophageal candidiasis,07.19.06.001;11.03.03.008
Pancreatic necrosis,07.18.01.004
Diabetic nephropathy,05.07.02.003;14.07.02.003;20.05.03.011
Anaemia vitamin B12 deficiency,01.03.01.001;14.12.02.001
Body fat disorder,14.08.04.012
Plasma cell myeloma,01.14.02.004;16.23.02.004
Drug abuse,19.07.06.010;19.07.06.011;19.07.06.012;19.07.06.018;19.07.06.019;19.07.06.020
Bronchospasm,10.01.03.012;22.03.01.004
Facial pain,08.01.08.012
Dupuytren's contracture,15.03.05.010
Pancreatic pseudocyst,07.18.03.002
Cardiac fibrillation,02.03.02.021
Plantar fasciitis,15.03.03.002
Pemphigus,10.04.02.003;23.03.01.005
Secondary adrenocortical insufficiency,05.03.04.012;14.11.01.014
Oesophageal neoplasm,07.21.04.004;16.13.08.001
Epidural lipomatosis,14.08.04.019;17.10.01.012
Urinary tract obstruction,20.08.01.004
Skin sensitisation,10.02.01.038;23.03.03.052
High density lipoprotein increased,13.12.01.004
"Hallucinations, mixed",19.10.04.008
Blood culture positive,13.08.02.002
Pyoderma gangrenosum,10.04.02.009;16.32.03.005;23.07.03.001
Injection site extravasation,08.02.03.002;12.07.03.002
Cytomegalovirus syndrome,11.05.01.005
Acarodermatitis,11.09.01.002;23.11.01.001
Anal fissure,07.03.01.002;07.04.01.001
Administration site infection,08.02.04.008;11.01.08.044;12.07.04.008
Musculoskeletal chest pain,15.03.04.012;22.09.01.001
Leukaemia,01.10.03.001;16.01.03.001
Insulin C-peptide decreased,13.10.02.006
Cervical vertebral fracture,12.04.04.003;15.08.05.002
Attention deficit/hyperactivity disorder,19.21.04.004
Ear haemorrhage,04.03.01.002;12.01.14.004;24.07.01.004
Acute abdomen,07.01.06.015
Abdominal hernia,07.16.06.005
Shock hypoglycaemic,05.06.03.003;14.06.03.003
Haemoglobin normal,13.01.05.023
Dermatitis atopic,10.01.04.004;23.03.04.016
Corneal dystrophy,03.01.06.001;06.13.03.001
Uterine leiomyoma,16.04.02.001;21.07.02.004
Diverticulum intestinal,07.10.01.002
Joint crepitation,15.01.02.012
Obsessive rumination,19.06.05.006
Kaposi's sarcoma,11.05.17.001;16.33.02.001
Nasal ulcer,22.04.03.011
Haemorrhagic erosive gastritis,07.04.03.008;24.07.02.037
Vomiting,07.01.07.003
Prostatic dysplasia,21.04.01.007
Hereditary angioedema,03.20.03.002;10.01.05.012;23.04.01.015
Acrochordon,16.26.01.005;23.10.01.005
pH urine decreased,13.13.02.023
Mood swings,19.04.03.001
Synovial cyst,15.04.02.002;16.18.01.004
Muscle fibrosis,15.05.03.019
Infection,11.01.08.002
Instillation site pain,08.02.01.008;12.07.01.008
Neuroglycopenia,05.06.03.009;14.06.03.009;17.02.05.046
Bronchial obstruction,22.03.01.013
Bladder disorder,20.03.01.002
Gastrointestinal malformation,03.04.07.002;07.11.04.004
Metastasis,16.22.01.001
Hypertension,24.08.02.001
Benign vaginal neoplasm,16.04.04.001;21.08.03.002
Corneal decompensation,06.08.01.003
Infectious mononucleosis,01.02.01.007;11.05.10.003
Bone marrow disorder,01.05.01.006
Aortic rupture,12.01.11.007;24.03.04.009
Bulimia nervosa,14.03.03.001;19.09.01.006
Eclampsia,17.12.03.012;18.02.03.001;20.01.08.001;24.08.07.001
Brain injury,17.11.01.003;19.07.03.007
Aortic aneurysm,24.02.03.001
Hypocalcaemia,14.04.01.004
Autoimmune hepatitis,09.01.07.019;10.04.09.001
Stress,19.06.02.004
